x_rk4,y_rk4,x_euler,y_euler
-48.44036588224,2775.146702773482,-44.022192832943624,2522.0297383012357
1354.9295859585272,414.24354564360095,1354.489249646562,414.1089213228731
-683.3012768019072,553.3264638159466,-677.3807738067048,548.5321350219477
-5403.562592023826,-3509.1145775782998,-5486.639108499406,-3563.065098193931
-237.0274636190148,-2255.1656745312966,-237.54241180030357,-2260.0650792031156
1424.2848735923308,-302.741095569409,1493.1394073571714,-317.3765785218555
1163.2456353697366,941.9777422061946,1140.2582895738924,923.3629566151888
-765.2902807675974,2355.3212982786627,-738.3557341856433,2272.4252876821047
5197.757917884768,2423.7543223454472,4895.234244089926,2282.6852164817315
210.610136433008,-990.8427892240941,203.76737252657603,-958.6501161178419
-1539.0940090122078,-3155.61035922941,-1528.3895944102114,-3133.663056849078
4651.534859848619,-1974.4594047268115,4616.38630328189,-1959.5397276381173
-1953.6580656071144,451.0375036845816,-1948.9180018894592,449.94317374826596
-4418.5470250875405,-4575.539387387291,-4400.448032185433,-4556.797331588074
-1856.607732125636,-162.4321291755684,-1842.8002043677477,-161.22412702543352
-2482.582565216474,1376.117986878327,-2474.5027197837694,1371.639255420638
-2578.0605030593047,-2489.6040885778502,-2463.9899200317377,-2379.44740701243
-2250.7559310215897,-1002.1011041191327,-2231.8760533583554,-993.6952410083451
589.8247742687959,-2201.256025133995,609.7064522609959,-2275.455457540605
3944.2185258802347,3309.5923103487075,4063.6767199709343,3409.8296369513114
-4865.307426870535,-340.2154374861405,-4805.978517880311,-336.0667560243673
-2951.6830245345154,-1844.416258582645,-2879.43905605195,-1799.273216817584
4406.248809917142,1870.3416537633682,4474.937248497823,1899.4981661056252
1035.0011521660704,2031.304134451061,1039.9258758367946,2040.9694488639382
-1932.6585903992302,3634.802159442771,-1923.40874063147,3617.4057221840676
656.3562961972748,348.9908332184863,635.2151093164747,337.7498647574472
5380.257627931052,2741.3781862674,5434.777546328402,2769.157472195209
-2695.674327354868,-188.4999117498925,-2665.411161083675,-186.38370501323183
-3029.668966779765,425.79220546315986,-3079.410487579617,432.78292031573767
734.4782697806825,1817.8975096541105,750.4497844261218,1857.4283955821843
1730.1455184526287,-2381.341011382424,1722.2517634099752,-2370.4761896570885
-1870.0354307361692,-1625.5969991854106,-1806.4962705364499,-1570.3632498918091
-701.591730243275,4992.08455484815,-729.7600050895785,5192.512244821335
-1671.5021760288266,-4854.39480168173,-1667.0993924164025,-4841.608189622477
1316.500135168278,-4051.7707926964044,1303.0931363181435,-4010.508293052422
1402.4068060253162,2333.9968731766603,1383.827384732661,2303.0755235253396
-2228.0110110999367,5004.194663593968,-2223.8569001142832,4994.864377557315
-556.456637014247,-2410.2784983125066,-539.3892139536122,-2336.3513670891653
2165.0548051314718,-1249.9949745529511,2093.859649855866,-1208.8904324895816
891.241526346992,-1140.7371339108201,863.3456926728936,-1105.032095026608
2621.6183649787795,-368.4444332852384,2617.622975433619,-367.88291790359943
3296.808544721916,2766.3508339382643,3276.395395284854,2749.222167774458
1388.5368292313253,-1008.8310581382734,1407.642412757886,-1022.712077092681
-3022.5522307968295,-3732.5411552896803,-2934.119608266647,-3623.335961182207
-3075.530957602364,4921.878386585757,-3105.0044914577243,4969.045900507342
-3752.8230478429246,797.6871636055056,-3632.515159698761,772.1149325597992
-2377.54832723404,-3155.1131958082024,-2373.310308324808,-3149.4891547607763
250.97940106420035,-2044.063188552419,251.33909883397854,-2046.9926917988637
3916.7098072139493,2845.65624479661,3983.439755830981,2894.138390358499
-773.6579970450713,-281.588482426415,-775.280826256384,-282.17914395463123
-5104.693741733317,808.5040613125948,-4868.131900058345,771.0363464167643
1133.4090972987797,1886.30950574378,1129.0921265178283,1879.1248598471363
-1460.7761415859914,-2337.730498579419,-1442.8114024113395,-2308.98090617301
-5127.663238602162,1567.6839762283585,-5095.245071420405,1557.7727478842378
-6182.980372986155,1427.4534944761717,-6140.743819312193,1417.702417730089
1474.0766999779548,-2359.0158414296093,1454.0839591632807,-2327.0207679737186
-149.9925168471462,705.6593109555387,-150.3449386590726,707.3173252231638
1085.5632723328893,1293.7239297910457,1077.2451128133332,1283.8107332998454
3727.6681460433865,-1283.5390758630322,3567.3702072302945,-1228.3440691762667
2065.326240736941,-1925.9478772831833,2064.18090417745,-1924.8798336627503
-1053.4904949316233,-1824.6990625124513,-1058.7632484030528,-1833.831739420755
1856.4527860112182,675.693555428647,1814.1034772264397,660.279667589241
-1926.2040197434983,-339.6417390298799,-1871.70576834194,-330.03222690635215
-1968.6060001022731,-4036.2404445657357,-2000.1265928902662,-4100.867237047814
-3220.7749836110265,56.21883645810928,-3189.5359973350987,55.67355792437109
2080.1422420680856,-3752.6759424481907,2093.044461519755,-3775.9521624879976
1561.5360077571925,-247.32300663523418,1526.8676148738966,-241.83207263146195
-2345.6287444471673,164.02234010225027,-2341.6844462149916,163.74652790151944
-2105.955855230559,2422.625082859334,-2042.2515211860052,2349.3416295714305
723.4108262647718,2100.9375906666087,707.3758644611833,2054.3686801735066
4073.0150876298358,1323.4028250247288,4171.067461727132,1355.261972631339
-355.6842399539549,-82.11617709004017,-354.5805162086348,-81.86136238545596
1123.9592790937222,-322.29013706092076,1126.0604398091123,-322.89263520079624
452.7246388279802,-3687.146295094743,452.76881532958924,-3687.5060838278155
-626.7530494627504,696.0797804406905,-622.6645023541796,691.5389888544447
6246.837150633334,0.0,6297.521048249371,0.0
1283.3337505299362,1002.6502132999974,1292.6637464244945,1009.9396049877831
-264.23741118267924,986.1474437942271,-262.8399156330432,980.9319193996348
2794.177581594621,1302.946404542587,2794.9263017998937,1303.2955385081182
-781.734504094082,2726.2322008265087,-762.7441683770638,2660.0050297536013
2972.0373534620435,-3541.9361933125792,2957.4872623830256,-3524.596069996586
3474.7379403939144,-1547.0530049932722,3451.973908881635,-1536.9178051707381
1237.451045429124,-285.688084464659,1215.2577537544162,-280.56435936059785
901.8480600292816,-224.85597567509774,920.7496458608506,-229.56867032105225
432.2269016517552,-4112.364269234245,445.83542673740845,-4241.8407365835765
910.979589788161,1011.7453331726958,885.8585138231374,983.8455518199648
-4208.70608048271,-818.0895889940248,-4007.9482309201267,-779.0662161342264
2511.6583526296745,-4019.4935868676293,2569.8376804141194,-4112.599973997478
-273.8783893746208,2605.7788126456203,-283.33495797947427,2695.752052838557
1443.8082769590012,-75.66678550589621,1411.3338660856157,-73.96487374849686
1978.4494883770462,-1490.8686248903261,1978.751898782458,-1491.0965074761145
4019.8546016096316,-4464.500828341376,3964.5684771841106,-4403.09936665799
-912.1795155572478,712.6727442987393,-928.5049103518319,725.4275405987937
1621.2121676049267,-1013.0457964788062,1608.0439514583757,-1004.8173817895099
3361.3722680193678,-5594.262898206659,3445.4758738968144,-5734.234803860189
2550.6469777099355,223.15269520627913,2629.304358924162,230.03432436516104
-1781.9319810756112,-1910.8880998977802,-1773.7435598793024,-1902.1070932223563
65.13158381690567,-3731.385937821204,67.42679669981709,-3862.8785958176227
-3308.566490312946,2067.4217985507707,-3133.480524798211,1958.0159447511585
-859.0488051324585,-295.7942247705985,-858.2204929428507,-295.50901401129164
4685.667767435993,2597.308055590262,4584.078932652081,2540.9964449429945
-785.9864850366703,1210.3130503397458,-772.2181461423642,1189.1116676664772
-2755.0493492729674,96.20844326435116,-2736.000270338428,95.54323476984828
-4374.055040604352,5401.508132170125,-4144.898066355304,5118.522836269798
-3521.189285216611,-1076.5355997142092,-3670.352602211524,-1122.1394022676968
-681.7310754162831,-812.4554583104692,-671.1224511729962,-799.8125922560507
3168.461204584945,558.6851976963683,3049.655542999577,537.7365540979495
421.05901411648097,-2166.1608420334355,439.09225518215743,-2258.9338247788223
-675.97674251434,2927.9769517780546,-678.8378277164155,2940.3696733051206
2449.4284597425976,-387.9513557113223,2404.7628641564474,-380.87702035264846
-1232.1031385505398,1897.27245485996,-1194.3031511080217,1839.065578564598
-1312.2313969189818,-1223.6755741304519,-1257.4191099964569,-1172.5622896694892
-183.8734514052482,1308.3275888791898,-172.92813073973556,1230.4475856140152
2241.5708377117458,2090.2986228124387,2227.8858803725575,2077.537193640498
