x_rk4,y_rk4,x_euler,y_euler
-3195.9356136718193,2496.938558202715,-3269.7873032873085,2554.637821792534
4420.705083941191,1696.94969122324,4393.331308396064,1686.441883288335
-2248.7207945797027,2171.5644290008563,-2220.8540503686772,2144.6538269258526
643.8192389208024,-919.4691627669683,634.7276238630337,-906.4849908441489
1555.7381793631566,-27.155510932090976,1563.2217732932975,-27.286137550038056
906.4372449085582,-1343.8484797076544,931.1167461819496,-1380.437345017943
-78.80524363711092,-1126.9674885331906,-77.75302225109078,-1111.9200216635431
-3343.0976372138107,1283.2949485382576,-3503.4251906703626,1344.8389301354464
-4682.281989253954,5200.20097522477,-4613.9372478130235,5124.29645005771
-1212.7997392203542,-3732.6137912889303,-1289.0438515172968,-3967.269040511763
-4264.246071692499,-1468.2976723457111,-4231.094542613105,-1456.8826854609003
3431.867542445323,-2493.397720067771,3540.739075674617,-2572.497519048004
-1415.2815372839152,752.5185418302135,-1416.2253678871634,753.020385463852
-1620.9553748141363,688.0547348082011,-1619.5027180603986,687.4381185996443
307.38271221570545,2503.431294255127,315.153938211117,2566.7228509318347
-4238.687952350148,-370.837144054549,-4380.425638685378,-383.23758480327524
-655.5794927743451,3084.2590208627976,-666.919022299324,3137.607312893337
-211.51875928876248,-1722.682051663058,-209.42877216070804,-1705.6604724621702
5583.417183210997,-4521.362085630912,5486.821629605309,-4443.140548643393
-572.3979946798519,4072.823360498461,-622.9247396046086,4432.339831506701
1658.6784841102167,-475.6184017760187,1648.0678359303272,-472.5758473705252
-1082.2481134351094,2973.452253910325,-1046.1708055130086,2874.3306650396453
-2258.0302339600476,-4073.594374910637,-2283.4446122239083,-4119.443126969176
128.6750699036094,-516.0875169907893,126.59406875673137,-507.7410772682244
-2.2414563617236544e-13,-1220.1920114350492,-2.29656669115488e-13,-1250.1926774608796
2799.1022660644053,-2033.6668365319672,2766.2546789735457,-2009.8016675680979
1977.2927588769578,5151.023743848588,1933.842760270161,5037.832627617073
-1512.9376925244364,1099.2135758412985,-1533.5843063834131,1114.2142188691548
5178.004850798699,1484.7689984032513,5108.857070901205,1464.941191582178
-2299.819453023242,-6679.160672160563,-2361.8290935775626,-6859.249744779179
1634.6162677008751,2092.213413690416,1621.1359039803883,2074.9593349474617
1921.7315700157487,-2290.2305025679857,1914.2660090503819,-2281.333393466775
1764.4610293523776,677.3131303899476,1759.6011014101477,675.4475788400614
743.029815537587,-1523.4368852046728,743.3206856558722,-1524.033257325594
-1675.5990457174364,4365.084750809854,-1593.1056720465401,4150.182165150105
-1568.7502643592204,-5131.150909927039,-1541.5646611637442,-5042.230808530047
3244.1100895472737,-1444.3708701652906,3213.8423481937484,-1430.8948034752013
1263.2289908446287,1804.077965333612,1295.6110010464595,1850.3242686576525
-665.763004057444,2670.229562927144,-664.2616350215374,2664.20790062373
2537.3479241843493,2537.3479241843493,2546.0147375596825,2546.0147375596825
-556.4950042510881,3156.0400003172776,-567.7524610094879,3219.884210166325
2625.9863063711937,3361.109199093422,2681.243045566234,3431.8346000483825
-3123.286265187277,-3856.937327924743,-3108.739430597519,-3838.9734832532636
1750.8543319548105,-2323.462174632293,1752.5887768593363,-2325.763860761231
3195.545178935412,856.2437500729117,3255.122168821708,872.2073564004211
1632.7774436751383,-376.95637493190105,1646.5842702835241,-380.1439320161633
-910.4147711393618,-2644.036481539678,-912.379668789009,-2649.7429586673015
2057.0862132137195,-2451.539884873466,2073.092944500106,-2470.615964389713
7695.904395831878,-134.33251091060106,7773.451681351969,-135.68610381436133
3727.815096104846,1139.7074496840166,3709.0028568416246,1133.9559709543094
